C1,C10,C11,C12,C14,C15,C17,C18,C2,C3,C4,C5,C6,C7,C8,C9
0.004527626,0.0012452751,0.0010152353,0.002021129,0.0015100464,0.00096797466,0.0011031285,0.00014625692,0.0003975611,0.00081384095,0.9743891,0.0006074167,0.005479488,0.0004415322,0.00018088122,0.005153593
0.01704238,0.003192519,0.0020906443,0.006514207,0.0049306923,0.0068577775,0.00605352,0.00028730222,0.00065693294,0.0011780428,0.8216637,0.0021467109,0.11738694,0.0013056581,0.00036871215,0.008324305
0.0005194317,0.00044083997,0.007905967,0.000116401556,0.00027363814,0.0006068786,0.0017572509,0.0022657313,0.014427358,0.78107935,0.002650546,0.0004578278,0.000433167,0.1838941,0.0009072745,0.0022641567
0.009913728,0.0031006373,0.019226901,0.010450717,0.0064965533,0.0026698082,0.0029518371,0.0011849373,0.004835616,0.005715539,0.43580207,0.00078751874,0.0028609585,0.004034475,0.0008096337,0.48915905
0.00087347184,0.0012629669,0.011557908,0.00069092965,0.00048301,0.0008992903,0.0021899687,0.0039413893,0.6531016,0.24483214,0.0060208063,0.0003853556,0.0007671372,0.0655429,0.003103345,0.0043478776
0.017280525,0.002075972,0.00043392114,0.0002125786,0.0013413214,0.004308335,0.011091137,0.00062108604,8.0136124e-05,0.0002636888,0.00050380133,0.95618606,0.0049902787,0.0001407231,0.00038026634,9.0137124e-05
0.00048131635,0.000582125,0.0051318803,0.0004426884,0.00022861056,0.0004459573,0.0010956377,0.0022986268,0.88963467,0.06841812,0.0017877677,0.00020022009,0.00038146353,0.023820944,0.0027481841,0.00230181
0.0015258216,0.00031503598,0.00018185581,2.8656423e-05,0.00038863005,0.0007253461,0.0014629452,0.000105562394,1.4110909e-05,5.067355e-05,7.652039e-05,0.99436605,0.00066865835,2.1880891e-05,5.8636324e-05,9.6115145e-06
0.000509263,0.00053400744,0.008734417,0.00016994879,0.00027476528,0.00054423924,0.0016936801,0.002815729,0.14036934,0.7234391,0.0023623907,0.00031136497,0.00036037012,0.11374708,0.0016783328,0.0024560266
0.00010689208,7.703326e-05,0.0023113452,3.551113e-05,4.3675813e-05,0.0001275222,0.00054016564,0.00022477868,0.03764018,0.03103597,0.00059950986,4.7076333e-05,0.000104426574,0.9263761,0.00016734411,0.0005625384
0.0016764876,0.00026468685,0.00025496766,0.0018115169,0.00042027404,0.00019633237,0.00024163301,3.948103e-05,0.0001583251,0.00019206769,0.988414,0.000105714986,0.0007274212,0.000107708365,3.426095e-05,0.00535526
0.002767835,0.0036123793,0.052739117,0.004638017,0.003934393,0.0019126941,0.0019809103,0.00047720526,0.0018441606,0.002644576,0.86720175,0.00054605934,0.0021249168,0.0021676258,0.00020445748,0.05120389
0.99423707,0.00012776048,9.920363e-06,9.0422946e-05,0.00030758008,0.00018119157,0.0013499582,0.0001597885,1.5204979e-05,4.2200543e-05,0.0006524994,0.0004989578,0.0019540437,2.9379502e-05,0.00020663798,0.00013742181
0.029382585,0.0037885157,0.0012325578,0.0012557261,0.0047172545,0.007594307,0.012887294,0.0016577876,0.00045456336,0.0015016543,0.005459947,0.9162952,0.010704922,0.0006491897,0.0017753851,0.0006431905
0.003142082,0.0004254609,8.895851e-05,3.470948e-05,0.00039344197,0.00077964837,0.0018426894,0.00011522994,1.3359762e-05,4.3177122e-05,8.813846e-05,0.9919584,0.00097072724,1.9442214e-05,7.2275114e-05,1.21938665e-05
0.016445974,0.002350871,0.0006279618,0.0007107374,0.002597944,0.0049629863,0.007875403,0.00060686877,0.00017805034,0.0005840334,0.0066253254,0.9484759,0.0067228754,0.00027368317,0.0006615139,0.00029991614
0.005660679,0.0016405482,0.0016084183,0.004138064,0.0024716484,0.003447024,0.0022455906,0.0002456961,0.00066277315,0.0012137191,0.9539407,0.0011203908,0.013619047,0.00096746115,0.00041482007,0.006603422
0.06453131,0.011107292,0.0133885825,0.033519868,0.027749766,0.106264554,0.037752762,0.0034894457,0.008114842,0.0100101,0.37053183,0.018758997,0.2437413,0.010628709,0.021401322,0.019009396
0.0091393255,0.002392669,0.0008682855,0.0031832734,0.003772108,0.005764933,0.0041013495,0.00012378549,0.00025755356,0.00032168365,0.1473562,0.0028558022,0.81817925,0.0004127151,0.00021225332,0.0010586965
0.5179108,0.01842872,0.010481273,0.019254576,0.22254845,0.019525781,0.027395869,0.00907256,0.0052452567,0.008851722,0.02703584,0.01401945,0.062673606,0.0040060445,0.019528605,0.014021361
0.0021746112,0.00046056832,0.00031688786,0.0013446672,0.0006729093,0.0006654421,0.0006111596,2.7512411e-05,0.00010869608,0.00016258251,0.9647332,0.00021168953,0.026578989,0.00013658896,3.1578686e-05,0.0017629443
0.8067856,0.0056798267,0.0014462875,0.005740009,0.028277716,0.007913341,0.015599487,0.0022134339,0.0010264599,0.0018388955,0.044495672,0.007558189,0.060211513,0.0013137708,0.0035956334,0.0063041425
0.004070242,0.00080413406,0.0019420065,0.005452214,0.0025136117,0.0007327711,0.0007516105,0.0003941956,0.001345641,0.001204245,0.016733043,0.00013720825,0.0004462185,0.00076400425,0.0004386717,0.9622702
0.0023130307,0.00055657054,0.00073295087,0.0014206916,0.0009562012,0.002803128,0.0008778663,3.7886137e-05,0.000120680554,0.00033025738,0.9810952,0.00036231606,0.006051527,0.00026326018,7.619339e-05,0.002002225
